Date,Name,Expense,Amount
2024-01-10,Salary Deposit,Income,253.29
2022-03-20,Salary Deposit,Income,420.19
2023-11-03,Salary Deposit,Income,825.25
2022-12-27,Target,Expense,907.6
2024-01-06,Salary Deposit,Income,67.93
2022-12-12,Apple Store,Expense,878.86
2023-03-25,Costco,Expense,72.59
2023-10-10,Salary Deposit,Income,843.51
2022-12-06,Walmart,Expense,691.52
2023-09-23,Gym Membership,Expense,495.59
2023-07-25,Misc Income,Income,140.5
2024-03-12,Rent Payment,Expense,127.61
2023-03-05,Starbucks,Expense,975.85
2023-06-10,Salary Deposit,Income,991.15
2024-05-09,Salary Deposit,Income,122.58
2023-04-20,Salary Deposit,Income,605.66
2024-06-15,Target,Expense,489.65
2022-06-18,Netflix,Expense,129.62
2024-11-11,Walmart,Expense,66.57
2023-06-04,Salary Deposit,Income,632.04
2022-07-13,Home Depot,Expense,37.86
2024-06-05,Salary Deposit,Income,868.23
2024-05-26,Salary Deposit,Income,210.93
2022-06-02,Home Depot,Expense,892.32
2022-01-29,Salary Deposit,Income,601.14
2024-07-08,CVS Pharmacy,Expense,444.85
2022-03-30,Car Insurance,Expense,515.97
2022-06-18,Salary Deposit,Income,254.64
2023-03-05,Uber,Expense,223.89
2022-08-16,Walgreens,Expense,994.09
2024-06-12,Rent Payment,Expense,936.06
2023-07-24,Salary Deposit,Income,235.12
2024-04-28,Apple Store,Expense,743.85
2022-06-18,Misc Income,Income,451.09
2024-12-14,Misc Income,Income,623.42
2022-02-12,Salary Deposit,Income,504.5
2023-01-23,Salary Deposit,Income,706.51
2023-12-15,Walmart,Expense,200.04
2024-11-22,Kroger,Expense,466.62
2024-10-08,Salary Deposit,Income,298.27
2023-01-25,Walgreens,Expense,868.41
2023-02-28,Health Insurance,Expense,480.56
2023-10-26,Costco,Expense,146.02
2023-08-18,Electric Company,Expense,885.95
2023-11-11,Salary Deposit,Income,783.38
2023-02-18,Salary Deposit,Income,710.99
2023-05-13,Car Insurance,Expense,585.42
2022-12-25,McDonald's,Expense,435.5
2022-08-26,Kroger,Expense,987.99
2022-06-18,Gym Membership,Expense,777.66
2023-01-17,Salary Deposit,Income,819.09
2024-11-19,Costco,Expense,941.8
2023-11-15,Salary Deposit,Income,755.46
2023-07-21,Salary Deposit,Income,284.39
2024-02-13,Salary Deposit,Income,595.31
2024-09-07,Amazon,Expense,834.32
2023-01-15,McDonald's,Expense,556.23
2023-08-25,Salary Deposit,Income,738.6
2024-03-07,Salary Deposit,Income,183.36
2023-10-24,Best Buy,Expense,940.91
2024-06-17,Salary Deposit,Income,351.72
2023-12-30,Costco,Expense,86.17
2022-09-29,Starbucks,Expense,42.0
2023-02-07,Amazon,Expense,486.2
2024-04-18,Costco,Expense,532.12
2024-09-29,Salary Deposit,Income,536.71
2024-07-28,CVS Pharmacy,Expense,816.2
2023-05-19,Salary Deposit,Income,472.11
2024-08-02,Walmart,Expense,588.39
2022-05-15,Salary Deposit,Income,677.47
2024-12-13,Salary Deposit,Income,796.15
2023-09-01,Salary Deposit,Income,301.31
2022-08-31,Water Utility,Expense,469.89
2022-03-05,Rent Payment,Expense,885.05
2023-03-26,Salary Deposit,Income,549.81
2022-04-07,Salary Deposit,Income,611.19
2024-09-16,Salary Deposit,Income,674.37
2023-09-08,Salary Deposit,Income,776.13
2024-01-11,Salary Deposit,Income,33.96
2024-05-12,Spotify,Expense,977.76
2024-08-21,Salary Deposit,Income,474.76
2024-05-13,Salary Deposit,Income,829.64
2022-04-07,Health Insurance,Expense,260.91
2024-05-01,Gym Membership,Expense,232.69
2024-04-02,McDonald's,Expense,764.77
2022-11-07,Electric Company,Expense,549.78
2022-06-09,Misc Income,Income,806.87
2024-02-05,Salary Deposit,Income,652.79
2022-09-20,Salary Deposit,Income,942.6
2023-03-26,Salary Deposit,Income,726.29
2023-11-29,Salary Deposit,Income,613.18
2023-10-18,Salary Deposit,Income,704.74
2024-03-16,Internet Provider,Expense,625.58
2022-03-12,Phone Company,Expense,746.56
2022-07-22,Internet Provider,Expense,576.09
2024-01-06,Home Depot,Expense,558.37
2023-02-26,Walmart,Expense,246.92
2024-10-03,Salary Deposit,Income,73.08
2023-08-22,CVS Pharmacy,Expense,768.3
2023-05-29,Phone Company,Expense,559.31
2024-12-01,Salary Deposit,Income,647.03
2023-05-24,Salary Deposit,Income,63.26
2024-11-05,Salary Deposit,Income,216.8
2024-08-02,Salary Deposit,Income,887.55
2023-07-11,Electric Company,Expense,321.97
2023-08-16,Salary Deposit,Income,435.12
2023-06-13,Home Depot,Expense,714.7
2022-05-06,Starbucks,Expense,757.57
2024-04-23,Salary Deposit,Income,889.02
2024-03-03,Misc Income,Income,839.69
2024-07-23,Apple Store,Expense,70.35
2024-05-02,Salary Deposit,Income,975.29
2022-04-09,Rent Payment,Expense,24.81
2024-07-04,Salary Deposit,Income,878.8
2023-01-14,Target,Expense,40.79
2022-09-24,Salary Deposit,Income,11.69
2023-03-21,Salary Deposit,Income,874.79
2024-02-01,Salary Deposit,Income,284.42
2024-09-29,Shell Gas,Expense,694.58
2024-06-30,Shell Gas,Expense,370.75
2024-03-27,Salary Deposit,Income,68.9
2024-06-19,Salary Deposit,Income,720.1
2023-10-08,Misc Income,Income,701.5
2022-10-25,Salary Deposit,Income,907.02
2022-10-21,Netflix,Expense,35.97
2023-09-07,Salary Deposit,Income,376.12
2022-03-18,Netflix,Expense,69.69
2023-09-21,Apple Store,Expense,231.11
2023-07-23,Salary Deposit,Income,215.99
2022-01-01,Electric Company,Expense,440.25
2022-12-22,Misc Income,Income,322.75
2023-01-17,Best Buy,Expense,213.35
2023-06-02,Salary Deposit,Income,287.31
2023-03-17,McDonald's,Expense,313.73
2023-07-06,Netflix,Expense,7.71
2022-10-30,Rent Payment,Expense,593.6
2023-04-13,Starbucks,Expense,517.44
2022-08-05,Salary Deposit,Income,386.41
2024-12-26,Health Insurance,Expense,65.93
2024-08-08,Walgreens,Expense,309.0
2023-08-19,Misc Income,Income,632.82
2023-08-28,Salary Deposit,Income,262.69
2022-05-19,Shell Gas,Expense,358.93
2024-02-14,Salary Deposit,Income,695.54
2022-12-04,Salary Deposit,Income,480.82
2024-09-30,Electric Company,Expense,368.29
2022-12-21,Salary Deposit,Income,210.91
2024-07-02,Salary Deposit,Income,405.86
2022-09-16,Salary Deposit,Income,914.69
2024-10-15,Salary Deposit,Income,394.2
2024-01-29,Best Buy,Expense,598.47
2023-04-24,Misc Income,Income,416.91
2023-08-15,Salary Deposit,Income,968.2
2022-10-10,Apple Store,Expense,170.11
2024-01-15,Car Insurance,Expense,760.73
2024-07-09,Misc Income,Income,645.44
2024-07-12,Salary Deposit,Income,565.07
2023-03-29,Rent Payment,Expense,837.97
2024-05-13,Uber,Expense,138.44
2022-01-10,Salary Deposit,Income,223.46
2023-07-12,Health Insurance,Expense,470.51
2023-11-02,Kroger,Expense,746.87
2024-10-01,Internet Provider,Expense,390.52
2022-09-15,Health Insurance,Expense,438.48
2024-09-21,Salary Deposit,Income,242.04
2024-01-04,Misc Income,Income,624.72
2022-10-07,McDonald's,Expense,735.54
2023-10-08,Home Depot,Expense,471.96
2024-01-04,Salary Deposit,Income,293.29
2022-07-03,Salary Deposit,Income,154.48
2023-07-18,Salary Deposit,Income,73.78
2023-07-02,Salary Deposit,Income,759.29
2023-09-02,Electric Company,Expense,639.39
2024-06-26,Salary Deposit,Income,914.48
2022-02-06,Salary Deposit,Income,328.28
2023-06-26,Salary Deposit,Income,886.61
2022-01-30,Salary Deposit,Income,234.97
2023-07-03,Target,Expense,735.26
2022-02-07,Misc Income,Income,202.08
2023-09-06,McDonald's,Expense,476.51
2022-08-16,Misc Income,Income,246.62
2023-10-16,Misc Income,Income,854.9
2022-11-27,Misc Income,Income,503.74
2022-03-26,Salary Deposit,Income,655.87
2024-07-18,Salary Deposit,Income,60.78
2024-02-19,Salary Deposit,Income,525.74
2023-02-08,Salary Deposit,Income,509.97
2023-09-18,Rent Payment,Expense,935.37
2024-10-30,Salary Deposit,Income,144.73
2024-05-11,Salary Deposit,Income,727.03
2022-07-07,Phone Company,Expense,126.63
2023-06-20,Salary Deposit,Income,386.89
2024-01-11,Salary Deposit,Income,901.69
2022-03-30,Car Insurance,Expense,463.5
2022-06-09,Uber,Expense,854.66
2023-01-18,Salary Deposit,Income,121.5
2023-01-25,Costco,Expense,700.92
2024-05-27,Salary Deposit,Income,968.91
2022-11-15,Salary Deposit,Income,464.73
2023-09-28,Costco,Expense,359.82
2022-08-26,Salary Deposit,Income,152.68
2023-04-05,Salary Deposit,Income,314.14
2024-11-19,Salary Deposit,Income,95.01
2022-03-24,Internet Provider,Expense,660.86
2022-08-18,Salary Deposit,Income,702.47
2023-02-27,Salary Deposit,Income,959.32
2023-10-02,Misc Income,Income,100.3
2023-10-01,Salary Deposit,Income,967.05
2024-06-27,Misc Income,Income,494.12
2023-02-02,Rent Payment,Expense,340.8
2023-07-15,Salary Deposit,Income,922.8
2024-08-09,Spotify,Expense,126.18
2023-10-12,Misc Income,Income,588.96
2024-05-05,Home Depot,Expense,377.22
2023-01-05,Misc Income,Income,164.84
2022-01-15,Home Depot,Expense,931.18
2024-07-22,Uber,Expense,752.33
2024-04-03,Salary Deposit,Income,45.7
2023-06-20,Salary Deposit,Income,650.7
2022-12-20,Salary Deposit,Income,411.43
2023-05-05,McDonald's,Expense,500.18
2024-08-10,Rent Payment,Expense,503.15
2024-10-22,Salary Deposit,Income,669.25
2023-03-25,Water Utility,Expense,107.46
2022-10-26,Salary Deposit,Income,243.88
2022-09-25,Starbucks,Expense,922.59
2024-01-27,Spotify,Expense,693.58
2023-02-26,CVS Pharmacy,Expense,191.05
2022-11-29,Misc Income,Income,16.93
2024-01-02,Walgreens,Expense,349.0
2023-03-28,Misc Income,Income,767.31
2023-07-30,Uber,Expense,898.06
2022-10-08,Misc Income,Income,999.95
2024-06-04,Salary Deposit,Income,855.57
2023-12-18,Kroger,Expense,389.89
2024-05-11,Spotify,Expense,524.09
2023-12-07,Salary Deposit,Income,982.18
2023-10-19,Water Utility,Expense,597.63
2022-10-18,Salary Deposit,Income,552.11
2022-12-07,Misc Income,Income,822.87
2024-05-01,Salary Deposit,Income,818.26
2023-04-21,Misc Income,Income,607.43
2024-05-04,Rent Payment,Expense,555.56
2024-03-29,Misc Income,Income,995.08
2022-03-08,Salary Deposit,Income,995.12
2022-03-10,Costco,Expense,585.51
2023-07-02,Salary Deposit,Income,883.2
2022-02-28,Salary Deposit,Income,234.68
2022-02-10,Salary Deposit,Income,989.44
2024-03-02,Kroger,Expense,439.54
2023-09-16,Salary Deposit,Income,450.67
2022-05-08,Salary Deposit,Income,19.51
2024-02-04,Rent Payment,Expense,877.6
2022-01-05,Salary Deposit,Income,13.43
2023-09-30,Kroger,Expense,28.46
2022-09-01,Rent Payment,Expense,701.6
2022-10-01,Kroger,Expense,103.68
2022-09-13,Phone Company,Expense,700.92
2023-06-09,Salary Deposit,Income,853.8
2024-07-11,Salary Deposit,Income,513.18
2023-09-14,Salary Deposit,Income,32.64
2022-06-10,Misc Income,Income,143.25
2024-05-29,Walmart,Expense,579.91
2024-02-06,Misc Income,Income,312.76
2024-08-22,Salary Deposit,Income,981.22
2024-10-29,Salary Deposit,Income,868.32
2022-11-14,Electric Company,Expense,212.42
2023-07-02,Salary Deposit,Income,996.39
2022-02-24,Salary Deposit,Income,566.52
2023-12-31,Salary Deposit,Income,799.18
2024-07-03,Gym Membership,Expense,293.86
2024-03-04,Salary Deposit,Income,617.39
2022-02-02,McDonald's,Expense,735.03
2023-09-29,Costco,Expense,332.6
2023-11-21,McDonald's,Expense,183.26
2022-02-16,Apple Store,Expense,994.76
2022-04-14,Electric Company,Expense,761.77
2024-12-27,Salary Deposit,Income,890.87
2024-11-10,Home Depot,Expense,639.71
2024-08-20,Internet Provider,Expense,859.6
2023-01-17,Starbucks,Expense,553.81
2022-11-13,Misc Income,Income,884.13
2023-04-30,Salary Deposit,Income,267.98
2022-09-20,Water Utility,Expense,423.28
2022-12-15,Misc Income,Income,300.14
2022-10-08,Salary Deposit,Income,111.93
2022-07-04,Kroger,Expense,677.5
2022-07-13,McDonald's,Expense,241.23
2023-10-08,Salary Deposit,Income,587.45
2024-12-19,Car Insurance,Expense,158.35
2022-12-12,Salary Deposit,Income,113.54
2024-10-13,Water Utility,Expense,868.72
2024-01-25,Salary Deposit,Income,224.62
2023-02-19,Health Insurance,Expense,27.84
2024-05-07,Spotify,Expense,305.11
2022-04-25,Rent Payment,Expense,838.13
2024-09-12,Salary Deposit,Income,560.29
2023-04-06,Kroger,Expense,593.37
2022-04-07,Health Insurance,Expense,74.26
2022-08-31,Gym Membership,Expense,347.31
2023-10-02,McDonald's,Expense,142.94
2024-02-14,Apple Store,Expense,990.99
2024-06-26,Best Buy,Expense,364.62
2022-01-23,Electric Company,Expense,168.75
2024-08-26,Salary Deposit,Income,36.88
2022-04-27,Salary Deposit,Income,741.18
2024-01-06,Home Depot,Expense,256.67
2023-11-06,Salary Deposit,Income,96.46
2022-07-20,Apple Store,Expense,23.52
2022-09-05,Walgreens,Expense,673.38
2022-01-15,Salary Deposit,Income,927.73
2022-04-16,Misc Income,Income,905.47
2024-03-25,Misc Income,Income,537.65
2022-06-23,Target,Expense,961.35
2024-08-19,Salary Deposit,Income,377.97
2022-01-17,Health Insurance,Expense,251.12
2023-09-21,Walgreens,Expense,990.5
2022-12-08,Salary Deposit,Income,436.37
2022-12-20,Salary Deposit,Income,30.3
2024-01-17,Water Utility,Expense,881.82
2023-09-01,Water Utility,Expense,717.82
2022-10-26,Salary Deposit,Income,92.74
2023-09-23,Salary Deposit,Income,311.33
2024-06-17,Spotify,Expense,169.9
2024-06-03,Salary Deposit,Income,159.95
2023-11-08,Salary Deposit,Income,431.6
2024-12-08,Shell Gas,Expense,348.89
2023-08-31,Health Insurance,Expense,501.21
2023-04-04,Misc Income,Income,787.14
2022-08-23,Electric Company,Expense,295.31
2023-09-11,Misc Income,Income,986.74
2023-10-25,Misc Income,Income,127.39
2024-07-01,Misc Income,Income,70.23
2022-03-21,Best Buy,Expense,192.6
2022-12-17,Amazon,Expense,347.81
2024-01-10,Phone Company,Expense,731.62
2023-07-10,Salary Deposit,Income,434.28
2022-02-19,Netflix,Expense,185.02
2024-04-22,Misc Income,Income,500.56
2024-12-14,Apple Store,Expense,973.04
2024-05-28,Water Utility,Expense,264.02
2022-10-06,Salary Deposit,Income,449.86
2022-01-22,Best Buy,Expense,343.59
2023-02-06,Shell Gas,Expense,845.65
2024-11-07,Salary Deposit,Income,92.74
2023-08-06,Salary Deposit,Income,504.52
2022-01-19,Spotify,Expense,87.69
2024-06-24,Apple Store,Expense,261.42
2023-07-18,Salary Deposit,Income,204.08
2022-02-13,Water Utility,Expense,458.09
2023-02-05,Misc Income,Income,476.87
2024-06-27,Uber,Expense,997.37
2024-03-14,Spotify,Expense,577.75
2022-05-31,Kroger,Expense,387.98
2023-05-31,Salary Deposit,Income,427.18
2023-05-30,Gym Membership,Expense,771.6
2024-06-15,Salary Deposit,Income,625.59
2024-10-14,Kroger,Expense,720.68
2023-01-12,Walgreens,Expense,92.39
2023-02-23,Uber,Expense,824.47
2022-11-30,Apple Store,Expense,184.56
2023-03-14,Misc Income,Income,948.67
2022-01-21,Amazon,Expense,405.85
2024-11-14,Walmart,Expense,313.36
2024-05-26,Best Buy,Expense,647.36
2024-10-31,Electric Company,Expense,918.84
2024-09-08,Salary Deposit,Income,87.71
2023-07-13,Internet Provider,Expense,898.4
2023-05-06,Best Buy,Expense,470.01
2023-05-22,Water Utility,Expense,847.33
2024-10-17,Apple Store,Expense,56.21
2022-10-24,Salary Deposit,Income,827.8
2023-10-20,CVS Pharmacy,Expense,72.91
2024-03-07,Misc Income,Income,405.03
2022-01-30,Salary Deposit,Income,134.44
2023-09-01,Misc Income,Income,520.66
2023-06-26,Netflix,Expense,957.45
2023-07-17,Shell Gas,Expense,926.11
2022-09-20,Walgreens,Expense,590.08
2023-01-26,Misc Income,Income,972.94
2023-09-23,Salary Deposit,Income,438.93
2022-04-21,Salary Deposit,Income,269.03
2023-02-13,Internet Provider,Expense,470.01
2022-11-18,Salary Deposit,Income,57.96
2024-04-22,Salary Deposit,Income,675.04
2023-12-18,Salary Deposit,Income,581.34
2024-04-14,Starbucks,Expense,368.1
2024-05-24,Internet Provider,Expense,667.83
2022-02-06,Salary Deposit,Income,537.46
2024-04-17,Salary Deposit,Income,333.61
2023-02-13,Salary Deposit,Income,756.05
2022-11-26,Salary Deposit,Income,933.42
2022-02-06,Netflix,Expense,62.05
2023-06-22,Gym Membership,Expense,839.39
2022-08-27,Misc Income,Income,208.95
2024-01-12,Costco,Expense,874.71
2024-07-24,Salary Deposit,Income,912.03
2022-12-24,Internet Provider,Expense,176.41
2024-12-17,Salary Deposit,Income,672.54
2024-12-05,Phone Company,Expense,679.58
2023-03-24,Internet Provider,Expense,363.11
2022-03-10,Spotify,Expense,926.23
2023-04-15,Gym Membership,Expense,777.98
2022-06-24,Salary Deposit,Income,563.1
2023-11-03,Salary Deposit,Income,727.16
2024-07-01,Electric Company,Expense,273.29
2022-11-29,Shell Gas,Expense,937.52
2024-11-24,Salary Deposit,Income,783.15
2024-05-05,Shell Gas,Expense,24.78
2022-08-23,Water Utility,Expense,936.95
2023-12-13,Salary Deposit,Income,339.65
2024-08-24,Phone Company,Expense,720.31
2024-12-11,Gym Membership,Expense,875.9
2023-02-02,Walgreens,Expense,375.47
2024-04-15,Salary Deposit,Income,889.51
2022-05-24,McDonald's,Expense,497.77
2024-01-25,Car Insurance,Expense,987.16
2023-02-04,Rent Payment,Expense,28.97
2023-04-06,Walgreens,Expense,706.93
2022-03-24,Salary Deposit,Income,765.21
2023-04-14,Water Utility,Expense,91.49
2022-02-24,Salary Deposit,Income,844.57
2024-10-12,Gym Membership,Expense,142.46
2023-07-10,Target,Expense,865.15
2024-12-30,Salary Deposit,Income,173.06
2022-12-10,Salary Deposit,Income,497.92
2022-08-03,Internet Provider,Expense,650.14
2022-12-07,Misc Income,Income,597.0
2024-10-06,Salary Deposit,Income,616.77
2024-11-23,Salary Deposit,Income,198.02
2023-12-31,Home Depot,Expense,113.01
2023-10-30,Shell Gas,Expense,771.76
2022-06-20,Home Depot,Expense,909.44
2023-11-27,Starbucks,Expense,412.03
2022-05-08,Car Insurance,Expense,2.15
2023-10-10,Starbucks,Expense,948.12
2022-09-04,Gym Membership,Expense,865.18
2024-06-22,Salary Deposit,Income,644.63
2024-06-12,Salary Deposit,Income,821.25
2022-10-19,Salary Deposit,Income,632.31
2024-02-26,Costco,Expense,215.92
2023-08-21,Salary Deposit,Income,629.47
2022-07-20,Misc Income,Income,506.87
2023-01-03,Salary Deposit,Income,976.76
2023-09-22,Misc Income,Income,541.51
2022-03-12,Misc Income,Income,986.98
2022-03-28,Apple Store,Expense,875.56
2022-03-22,Salary Deposit,Income,958.75
2022-08-19,Salary Deposit,Income,835.8
2022-12-04,Salary Deposit,Income,401.82
2022-05-24,Salary Deposit,Income,701.75
2023-07-01,Salary Deposit,Income,937.89
2022-08-02,Salary Deposit,Income,327.87
2023-08-18,Home Depot,Expense,300.21
2022-11-20,Salary Deposit,Income,17.38
2024-08-19,Gym Membership,Expense,291.12
2023-07-14,CVS Pharmacy,Expense,317.17
2024-06-03,CVS Pharmacy,Expense,15.44
2023-09-03,Salary Deposit,Income,34.16
2024-11-09,Misc Income,Income,74.31
2023-06-21,Amazon,Expense,624.04
2023-08-20,Misc Income,Income,762.67
2022-09-23,McDonald's,Expense,926.37
2024-03-29,Salary Deposit,Income,146.12
2023-07-30,Salary Deposit,Income,676.06
2022-08-22,Salary Deposit,Income,50.61
2022-06-24,Amazon,Expense,899.91
2024-02-11,Walmart,Expense,588.94
2024-12-04,Salary Deposit,Income,144.57
2022-01-23,Salary Deposit,Income,902.67
2022-10-15,Salary Deposit,Income,450.44
2023-12-29,Health Insurance,Expense,824.52
2022-10-31,Home Depot,Expense,6.18
2024-08-09,Salary Deposit,Income,327.41
2023-06-19,Misc Income,Income,533.93
2022-06-05,Misc Income,Income,216.79
2024-03-30,Salary Deposit,Income,878.35
2022-05-14,Salary Deposit,Income,878.61
2022-03-17,Salary Deposit,Income,899.27
2023-12-07,Salary Deposit,Income,586.63
2022-05-13,Gym Membership,Expense,163.93
2022-08-15,Walgreens,Expense,495.93
2024-10-20,Salary Deposit,Income,441.14
2022-04-03,Salary Deposit,Income,9.59
2024-07-27,Electric Company,Expense,602.81
2023-07-15,Internet Provider,Expense,171.21
2022-06-19,Salary Deposit,Income,269.63
2022-03-04,Health Insurance,Expense,623.11
2022-12-26,Amazon,Expense,694.99
2022-09-17,Salary Deposit,Income,309.79
2024-11-25,Misc Income,Income,515.97
2023-06-12,Salary Deposit,Income,773.96
2022-09-26,Salary Deposit,Income,594.57
2024-06-20,Water Utility,Expense,647.52
2022-06-12,Starbucks,Expense,672.41
2022-02-03,Costco,Expense,955.46
2022-03-22,Salary Deposit,Income,261.74
2023-08-28,Salary Deposit,Income,285.62
2023-10-26,Electric Company,Expense,445.96
2024-12-04,Home Depot,Expense,357.7
2022-10-11,Uber,Expense,400.08
2023-09-10,Salary Deposit,Income,762.7
2024-03-10,Walgreens,Expense,178.13
2023-03-05,Salary Deposit,Income,100.28
2023-07-26,McDonald's,Expense,538.86
2022-07-21,Target,Expense,551.15
2023-04-15,Walmart,Expense,585.53
2023-05-24,Starbucks,Expense,560.89
2023-05-02,Water Utility,Expense,454.85
2024-01-20,Spotify,Expense,39.23
2024-08-15,Target,Expense,840.59
2023-03-21,McDonald's,Expense,795.07
2023-12-19,Salary Deposit,Income,197.11
2024-06-08,Salary Deposit,Income,135.69
2022-04-15,Walgreens,Expense,83.13
2024-01-04,Salary Deposit,Income,858.22
2022-05-24,Walgreens,Expense,172.5
2024-02-01,Salary Deposit,Income,53.2
2022-10-25,Phone Company,Expense,651.3
2022-11-19,Salary Deposit,Income,27.13
2024-02-29,Misc Income,Income,88.38
2024-09-03,Salary Deposit,Income,810.14
2023-09-30,Salary Deposit,Income,842.07
2023-06-24,Water Utility,Expense,190.66
2023-06-20,Phone Company,Expense,15.5
2022-08-15,Salary Deposit,Income,63.99
2024-03-12,Salary Deposit,Income,669.84
2024-04-26,Misc Income,Income,118.89
2022-12-14,Salary Deposit,Income,886.58
2024-05-03,Salary Deposit,Income,301.32
2022-12-30,McDonald's,Expense,349.03
2022-02-24,Walgreens,Expense,558.46
2023-03-30,Phone Company,Expense,757.43
2024-04-17,Salary Deposit,Income,267.81
2023-12-27,Salary Deposit,Income,762.72
2024-03-04,Salary Deposit,Income,126.99
2023-02-08,Salary Deposit,Income,866.04
2022-09-29,Uber,Expense,361.63
2023-12-01,Home Depot,Expense,289.29
2023-09-17,Salary Deposit,Income,257.46
2024-11-09,Salary Deposit,Income,629.4
2023-11-16,Salary Deposit,Income,170.98
2024-09-18,Salary Deposit,Income,897.42
2022-03-14,Salary Deposit,Income,680.4
2024-05-22,Best Buy,Expense,658.69
2023-07-31,Best Buy,Expense,604.4
2023-09-03,Uber,Expense,176.69
2023-12-08,Misc Income,Income,809.95
2022-07-24,Walgreens,Expense,243.61
2022-04-15,Phone Company,Expense,409.45
2022-02-09,Salary Deposit,Income,737.24
2022-04-16,Kroger,Expense,590.93
2022-01-16,Salary Deposit,Income,566.7
2023-12-02,Home Depot,Expense,193.76
2022-05-17,Uber,Expense,199.32
2022-10-21,Misc Income,Income,299.41
2022-09-14,Target,Expense,714.35
2024-07-12,Misc Income,Income,123.79
2022-12-08,Home Depot,Expense,585.4
2022-07-22,Salary Deposit,Income,742.46
2022-04-14,Salary Deposit,Income,393.39
2023-10-14,Misc Income,Income,703.06
2023-11-12,Walmart,Expense,45.68
2022-01-21,Salary Deposit,Income,255.97
2024-10-19,Salary Deposit,Income,288.92
2022-01-13,Misc Income,Income,1.85
2024-01-08,Spotify,Expense,641.6
2023-08-30,Spotify,Expense,192.71
2022-09-24,Salary Deposit,Income,120.56
2023-10-19,Home Depot,Expense,408.7
2024-11-17,Rent Payment,Expense,283.8
2023-09-03,Target,Expense,560.19
2022-12-21,Salary Deposit,Income,824.28
2024-01-22,Salary Deposit,Income,257.04
2024-10-23,McDonald's,Expense,428.85
2022-01-07,McDonald's,Expense,523.78
2022-10-05,Salary Deposit,Income,82.58
2022-08-11,Best Buy,Expense,129.9
2024-04-13,Salary Deposit,Income,428.14
2024-08-16,Salary Deposit,Income,150.81
2023-03-04,Salary Deposit,Income,510.52
2023-10-12,Shell Gas,Expense,556.11
2024-12-15,Salary Deposit,Income,484.88
2024-09-25,Salary Deposit,Income,490.57
2023-12-31,Salary Deposit,Income,370.19
2023-10-30,Rent Payment,Expense,643.96
2022-01-24,Salary Deposit,Income,621.54
2023-09-11,Rent Payment,Expense,448.85
2024-05-10,Salary Deposit,Income,841.29
2024-10-01,Salary Deposit,Income,813.9
2024-08-08,Starbucks,Expense,900.89
2024-04-27,Internet Provider,Expense,452.23
2023-10-28,Water Utility,Expense,162.19
2022-02-12,Health Insurance,Expense,149.72
2022-09-23,Misc Income,Income,76.44
2024-01-08,Salary Deposit,Income,613.52
2023-10-19,Salary Deposit,Income,123.92
2023-10-21,Misc Income,Income,128.63
2024-01-07,Best Buy,Expense,37.94
2023-11-27,Shell Gas,Expense,571.96
2024-01-29,Salary Deposit,Income,379.62
2023-02-10,Misc Income,Income,491.38
2023-05-10,Phone Company,Expense,868.13
2023-09-21,Home Depot,Expense,358.08
2024-07-31,Salary Deposit,Income,383.64
2024-02-03,Salary Deposit,Income,966.75
2022-08-20,Misc Income,Income,844.33
2024-10-18,Car Insurance,Expense,600.6
2022-11-13,Salary Deposit,Income,642.05
2024-05-23,Salary Deposit,Income,27.05
2023-02-10,Home Depot,Expense,71.22
2024-02-22,Salary Deposit,Income,724.17
2024-10-03,Salary Deposit,Income,407.57
2023-06-29,Target,Expense,702.62
2023-03-03,Misc Income,Income,276.48
2023-07-01,CVS Pharmacy,Expense,764.0
2023-10-18,Salary Deposit,Income,414.33
2023-03-27,Starbucks,Expense,28.28
2024-03-02,Salary Deposit,Income,140.71
2023-10-23,Salary Deposit,Income,616.38
2022-12-26,Netflix,Expense,355.49
2022-07-29,Misc Income,Income,842.86
2022-05-12,Amazon,Expense,429.92
2024-07-10,Internet Provider,Expense,797.38
2024-01-16,Amazon,Expense,595.54
2022-06-28,Salary Deposit,Income,181.88
2022-04-27,McDonald's,Expense,521.26
2023-08-09,Salary Deposit,Income,129.45
2024-09-08,Target,Expense,333.78
2022-04-10,Shell Gas,Expense,301.29
2024-03-02,Salary Deposit,Income,150.39
2024-09-10,Salary Deposit,Income,69.0
2023-02-22,Misc Income,Income,329.13
2023-08-28,Kroger,Expense,250.22
2023-07-16,Salary Deposit,Income,398.83
2022-10-02,Target,Expense,427.13
2022-07-12,Salary Deposit,Income,486.82
2023-12-05,McDonald's,Expense,516.59
2023-09-17,Salary Deposit,Income,81.35
2024-05-23,Salary Deposit,Income,29.67
2024-12-20,Salary Deposit,Income,130.67
2022-09-09,Spotify,Expense,351.08
2022-04-27,Salary Deposit,Income,267.06
2023-03-22,Salary Deposit,Income,934.62
2022-07-14,Salary Deposit,Income,881.48
2022-03-26,Kroger,Expense,690.75
2023-08-09,Salary Deposit,Income,156.86
2023-08-08,Salary Deposit,Income,741.77
2023-09-14,Salary Deposit,Income,895.9
2022-07-09,Salary Deposit,Income,58.09
2024-06-11,Gym Membership,Expense,426.3
2024-08-15,Salary Deposit,Income,792.95
2023-12-29,Salary Deposit,Income,184.26
2023-07-08,Uber,Expense,586.21
2024-07-13,Salary Deposit,Income,935.69
2023-11-21,McDonald's,Expense,570.43
2022-04-23,Salary Deposit,Income,615.46
